,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
817,Unnamed: 817,9,9/13:00,Wednesday,Male,29,10th,Public transport I,Hilux double cap,4-15393 A M,2011,Yejube,2011,Speed,Simple injury,26,Job seeker,1,0,1
818,Unnamed: 818,9,9/15:30,Wednesday,Male,43,10th,Truck I,Truck Isuzu,3-16330 A A,2011,Amber,2011,Speed,Death,43,Farmer,1,0,1
819,Unnamed: 819,9,9/17:30,Wednesday,Male,22,10th,Public transport II,TataBus,3-25651 A A,2011,D/Markos,2011,Speed,Serious Injury,32,Farmer,1,1,0
820,Unnamed: 820,9,10/08:00,Thursday,Male,43,8th,Public transport II,Merchedes bus,3-16330 A A,2011,Zemeten,2011,Failure to give priority to pedestrians,Seriou Injury,54,Daily worker,1,0,1
821,Unnamed: 821,9,10/11:00,Thursday,Male,28,12th,Taxi I,Force Bajaj,1-25952 A M,2011,Bichena,2011,Speed,Serious Injury ,33,Unemployed,1,1,0
822,Unnamed: 822,9,10/16:30,Thursday,Male,24,10th,Truck II,Toyota,1-33087 A M,2011,Amanuel,2011,Incorrcet overtaking ,Death,44,Civil servant,1,0,1
823,Unnamed: 823,9,10/21:00,Thursday,Male,36,10th,Taxi I,Bajaj,1-66243 A M,2011,D/Markos,2011,Speed,Serious Injury ,39/46,Daily workers,2,2,0
824,Unnamed: 824,9,10/22:30,Thursday,Male,32,10th,Taxi I,Force Bajaj,1-12347 A M,2011,Dejen,2011,Incorrcet overtaking ,Death,43,Housewife,1,0,1
825,Unnamed: 825,9,10/23:30,Thursday,Male,45,10th,Truck I,Dolphin,3-53298 A M,2011,Yewula,2011,Incorrcet U-turn,Death ,34,Farmer,1,1,0
826,Unnamed: 826,9,10/23:30,Thursday,Male,27,10+2,Truck I,Isuzu Truck,3-26547 A A,2011,Amanuel,2011,Speed,Serious Injury,23,Driver,1,1,0
827,Unnamed: 827,9,10/23:30,Thursday,Male,21,10th,Public transport I,Isuzu Truck,3-15257 A A,2011,Wonka,2011,Incorrect overtaking ,Serious Injury,32,Farmer,1,1,0
828,Unnamed: 828,9,11/13:30,Friday,Male,25,13th,Taxi I,Bajaj,1-18654 A M,2011,Dejen,2011,Failure to give priority to pedestrians,Simple injury,55,Banker,1,1,0
829,Unnamed: 829,9,12/09:00,Saturday,Male,27,8th,Public transport I,Abadula,3-34305A M,2011,Keranyo,2011,Speed,Death,34,Daily worker,1,0,1
830,Unnamed: 830,9,12/17:00,Saturday,Male,42,10th,Public transport I,Public isuzu,3-17669 A M,2011,Yetmen,2011,Sudden turn,Death,14,House worker,1,0,1
831,Unnamed: 831,9,13/13:30,Sunday,Male,23,10th,Public transport I,Abadula,3-34006 A M,2011,Bichena,2011,Speed,Death,34,Merchant,1,1,0
832,Unnamed: 832,9,13/14:00,Sunday,Male,34,10th,Public transport I,Hayruf,3-13449 A M,2011,Gendewoyen,2011,Speed,Death,45,Farmer,1,1,0
833,Unnamed: 833,9,13/15:00,Sunday,Male,33,12th,Public transport I,Isuzu,3-13897 A M,2011,Mertolemariam,2011,Carelessness,Serious injury,34,Driver,1,1,0
834,Unnamed: 834,9,13/14:00,Sunday,Male,37,12th,Truck III,Dolphin,3-14024 E T,2011,zemeten,2011,Bad weather condition,Death,33,Farmer,1,1,0
835,Unnamed: 835,9,14/12:00,Monday,Male,34,10th,Public transport I,Bajaj,3-13525 A M,2011,D/elias,2011,Slipped,Death,24,Daily worker,1,1,0
836,Unnamed: 836,9,14/15:50,Monday,Male,30,12th,Public transport I,Tata bus,3-13082 A M,2011,Yewula,2011,Carelessness,Serious injury,33,Farmer,1,1,0
837,Unnamed: 837,9,14/19:10,Monday,Male,25,10th,Public transport I,Abadula,3-12308 A M,2011,Fendeka,2011,Speed,Serious injury,16,Student,1,0,1
838,Unnamed: 838,9,15/11:00,Tuesday,Male,35,12th,Public transport I,FSR,3-15200 A M,2011,Enemay,2011,Fatigue,Simple injury,55,Farmer,1,0,1
839,Unnamed: 839,9,15/13:00,Tuesday,Male,36,11th,Public transport II,Tata Bus,3-14294 E T,2011,Shafod gaguma,2011,Drunk driving,Death,26,Farmer,1,1,0
840,Unnamed: 840,9,16/12:00,Wednesday,Male,19,10+3,Taxi I,Bajaj,1-22076 A M,2011,Digotsion,2011,Failure to give priority to pedestrians,Simple injury,68,Unemployed,1,0,1
841,Unnamed: 841,9,16/17:00,Wednesday,Male,36,10th,Truck II,Sinotruk,3-25226 E T,2011,mertolemariam,2011,Slipped,Serious injury,27,Farmer,1,1,0
842,Unnamed: 842,9,17/15:30,Thursday,Male,34,10th,Public transport I,FSR,3-34020 A M,2011,motta,2011,Incorrect U-turn,Death,26,Daily worker,1,0,1
843,Unnamed: 843,9,17/18:00,Thursday,Male,23,Diploma,Truck II,land crusier,3-23044 A M,2011,lumame,2011,Technical problem,Death,27,Student,1,1,0
844,Unnamed: 844,9,18/11:15,Friday,Male,36,10th,Public transport II,tata Bus,3-42340 E T,2011,yetmen,2011,Speed,Serious Injury,34,Farmer,1,1,0
845,Unnamed: 845,9,18/16:00,Friday,Male,36,10th,Truck I,obama isuzu,3-23063 A M,2011,Felege berhan,2011,Slipped,Death,29,Teacher,1,0,1
846,Unnamed: 846,9,19/10:00,Saturday,Male,37,10th,Truck II,Sinotruk,3-86622 E T,2011,Zemeten,2011,Speed,Death,23,Farmer,1,0,1
847,Unnamed: 847,9,19/17:00,Saturday,Male,34,8th,Truck II,FSR,3-36233 A A,2011,amber,2011,Reckless driving,Death,24,Unemployed,1,0,1
848,Unnamed: 848,9,19/19:00,Saturday,Male,27,10th,Public transport I,Abadula,3-25662 E T,2011,D/Markos,2011,Failure to give priority to pedestrians,Death,32,Farmer,1,1,0
849,Unnamed: 849,9,19/20:30,Saturday,Male,34,11th,Public transport I,Public Isuzu,3-89722 A M,2011,Bichena,2011,Technical problem,Death,27,Farmer,1,1,0
850,Unnamed: 850,9,20/11:30,Sunday,Male,32,10th,Public transport I,FSR,3-37842 A M,2011,gedewoyn,2011,Speed,Death,55,Priest,1,1,0
851,Unnamed: 851,9,20/14:30,Sunday,Male,25,10th,Truck I,Isuzu truck,3-34824 E T,2011,Gubay,2011,Speed,Death,32,Farmer,1,0,1
852,Unnamed: 852,9,20/19:00,Sunday,Male,44,10th,Truck I,land crusier,3-23432 A A,2011,libanos,2011,Technical problem,Death,44,Driver,1,1,0
853,Unnamed: 853,9,21/10:00,Monday,Male,21,11th,Public transport I,Public isuzu,3-22613 A M,2011,Motta,2011,Speed,Death,32,unemployed,1,0,1
854,Unnamed: 854,9,21/15:00,Monday,Male,32,8th,Public transport I,Public isuzu,3-34464 A M,2011,dejen,2011,Reckless driving,Serious injury,33,Car attendant,1,1,0
855,Unnamed: 855,9,21/17:00,Monday,Male,37,10th,Truck II,UD truck,3-36324 E T,2011,segno gebeya,2011,Reckless driving,Serious injury,21,Farmer,1,0,1
856,Unnamed: 856,9,22/12:00,Tuesday,Male,29,10th,Public transport I,Public isuzu,3-35632 A M,2011,bichena,2011,Speed,Death,4,Unemployed,1,0,1
857,Unnamed: 857,9,22/12:30,Tuesday,Male,36,12th,Taxi II,nissan truck,3-45342 E T,2011,Amanuel,2011,Slipped,Serious injury,27,job seeker,1,1,0
858,Unnamed: 858,9,22/16:00,Tuesday,Male,32,10th,Public transport I,Public isuzu,3-12252 A M,2011,wuger,2011,Failure to give priority to pedestrians,Serious injury,21,Unemployed,1,0,1
859,Unnamed: 859,9,22/19:00,Tuesday,Male,43,10th,Public transport I,Public isuzu,3-47850 A M,2011,mergech,2011,Speed,Simple injury,22,civil servant,1,0,1
860,Unnamed: 860,9,23/09:33,Wednesday,Male,34,10th,Truck I,Truck Isuzu,3-33464 A A,2011,Motta,2011,Speed,Death,34,Farmer,1,1,0
861,Unnamed: 861,9,23/14:30,Wednesday,Male,31,10th,Public transport II,Dolphin,3-34630 A A,2011,Bichena,2011,Carelessness,Death,43,Farmer,1,1,0
862,Unnamed: 862,9,23/16:00,Wednesday,Male,41,8th,Public transport II,Public truck,3-34362 A A,2011,Yetmen,2011,Failure to give priority to pedestrians,Simple Injury,45,Housewife,1,0,1
863,Unnamed: 863,9,24/06:00,Thursday,Male,27,10th,Public transport II,Isuzu Truck,3-87652 A M,2011,Lumame,2011,Speed,Serious Injury ,34,Daily workers,1,0,1
864,Unnamed: 864,9,24/10:30,Thursday,Male,44,10th,Truck I,FSR,3-43672 E T,2011,Yetmen,2011,Incorrcet overtaking ,Simple injury,35,Housewife,1,0,1
865,Unnamed: 865,9,24/17:30,Thursday,Male,32,10th,Truck I,Dolphin,3-46938 A M,2011,Lumame,2011,Incorrcet U-turn,Death ,33,Farmer,1,1,0
866,Unnamed: 866,9,24/21:00,Thursday,Male,28,10+2,Truck I,Isuzu Truck,3-23361 A A,2011,Wubie nechefo,2011,Speed,Serious Injury,28,driver,1,1,0
867,Unnamed: 867,9,25/10:30,Friday,Male,26,10th,Public transport I,Isuzu Truck,3-37842 A M,2011,chemoga,2011,Incorrect overtaking ,Serious Injury,54,Farmer,1,1,0
868,Unnamed: 868,9,25/14:00,Friday,Male,33,10th,Truck II,FSR,3-34755A A,2011,segno gebea,2011,Speed,Death,33,job seeker,1,1,0
869,Unnamed: 869,9,25/19:30,Friday,Male,32,10th,Truck I,Isuzu truck,3-35653 E T,2011,Telma,2011,Incorrect overtaking ,Simple Injury,30,Mason,1,1,0
870,Unnamed: 870,9,26/09:00,Saturday,Male,24,10th,Public transport I ,Public Isuzu,3-66984 A M,2011,Chemoga,2011,Speed,Serious  injury,27/2,Teacher/unemployed,2,1,1
871,Unnamed: 871,9,26/15:00,Saturday,Male,25,10th,Truck II,FSR,3-57888 A M,2011,Wubie nechefo,2011,Fatigue,Simple injury,25,Driver,1,1,0
872,Unnamed: 872,9,26/17:00,Saturday,Male,56,10th,Taxi I,Force bajaj,1-26520A M,2011,Hagere hiwot,2011,Carelessness,Simple injury,32,Police,1,1,0
873,Unnamed: 873,9,27/10:00,Sunday,Male,43,12th,Public transport I,Isuzu Truck,3-43524 A M,2011,Debay telat,2011,Speed,Serious Injury,22,Barber,1,1,0
874,Unnamed: 874,9,27/11:00,Sunday,Male,36,Degree,Public transport I,Abadula,3-46533 A M,2011,Digotsion,2011,Failure to give priority to pedestrians,Death,33,Civil servant,1,1,0
875,Unnamed: 875,9,27/11:30,Sunday,Male,26,10th,Public transport I,Isuzu Truck,3-378343 A M,2011,Robgebya,2011,Incorrect U-turn,Death,11,student,1,0,1
876,Unnamed: 876,9,28/09:00,Monday,Male,20,Diploma,Truck II,Sinotruk,3-47624 A M,2011,D/elias,2011,Technical problem,Death,20/9,Student/Student,2,2,0
877,Unnamed: 877,9,28/18:15,Monday,Male,26,10th,Public transport II,Tata Bus,3-23433 E T,2011,Gendewoyen,2011,Speed,Serious Injury,22,Farmer,1,1,0
878,Unnamed: 878,9,29/10:00,Tuesday,Male,25,8th,Truck I,Obama Isuzu,3-24983 A M,2011,Telma,2011,Slipped,Death,44,Teacher,1,0,1
879,Unnamed: 879,9,29/13:00,Tuesday,Male,29,10th,Truck II,Sinotruk,3-24873 A M,2011,Hagere selam,2011,Speed,Death,44,Farmer,1,0,1
880,Unnamed: 880,9,30/14:00,Wednesday,Male,29,8th,Truck II,FSR,3-24544 A A,2011,Yetmen,2011,Reckless driving,Death,65,Unemployed,1,0,1
881,Unnamed: 881,9,30/16:00,Wednesday,Male,20,10th,Public transport I,Dolphin,3-44765 A M,2011,D/markos,2011,Failure to give priority to pedestrians,Death,56,Farmer,1,1,0
882,Unnamed: 882,10,1/13:00,Thursday,Male,31,10th,Public transport I,Public isuzu,3-19030 A M,2011,Dejen,2011,Incorrect overtaking,Serious injury,31,Driver,1,1,0
883,Unnamed: 883,10,1/16:00,Thursday,Male,26,10th,Public transport I,Public isuzu,3-15403 A M,2011,Digotsion,2011,Slipped,Simple injury,36,Civil servant,1,1,0
884,Unnamed: 884,10,2/11:10,Friday,Male,29,12th,Public transport I,Isuzu truck,4-23278 A M,2011,Amanuel,2011,Technical problem,Simple injury,15,Student,1,1,0
885,Unnamed: 885,10,2/15:00,Friday,Male,24,10th,Taxi I,Froce bajaj,3-25851 A M,2011,D/work,2011,Speed,Death,48,Farmer,1,0,1
886,Unnamed: 886,10,2/10:00,Friday,Male,35,10th,Public transport I,Public isuzu,3-14659 A M,2011,Dejen,2011,Speed,Serious injury,43,Farmer,1,1,0
887,Unnamed: 887,10,3/10:30,Saturday,Male,44,10th,Public transport I,Public isuzu,3-45040 A M,2011,Wonka,2011,Failure to give priority to pedestrians,Simple Injury,21,Student,1,0,1
888,Unnamed: 888,10,3/16:00,Saturday,Male,25,11th,Public transport I,Public isuzu,3-92263 A A,2011,Yetnora,2011,Speed,Death,56,Farmer,1,1,0
889,Unnamed: 889,10,3/17:00,Saturday,Male,44,10th,Public transport I,Minibus,3-24562 E T,2011,Adis alem,2011,Carelessness,Death,22,Student,1,0,1
890,Unnamed: 890,10,4/13:30,Sunday,Male,35,10th,Truck I,UD trucker,3-18250 A A,2011,Sege,2011,Speed,Death,45,Farmer,1,1,0
891,Unnamed: 891,10,5/15:30,Monday,Male,31,10th,Truck I,Isuzu truck,3-31851 E T,2011,Gendewoyen,2011,Technical problem,Simple injury,31/25,Driver/car attendant,2,2,0
892,Unnamed: 892,10,5/18:00,Monday,Male,37,Diploma,Truck III,Iveco truck,3-21414 E T,2011,Shafod gaguma,2011,Bad weather condition,Death,40,Farmer,1,0,1
893,Unnamed: 893,10,6/10:00,Tuesday,Male,25,12th,Truck I,Isuzu truck,3-25630 A M,2011,Hagere hiwot,2011,Speed,Death,24,Deacon,1,1,0
894,Unnamed: 894,10,6/17:30,Tuesday,Male,29,10th,Truck I,isuzu truck,3-12728 A A,2011,Zemeten,2011,Technical problem,Death,37,Mechanic,1,1,0
895,Unnamed: 895,10,7/11:00,Wednesday,Male,32,10th,Truck I,Isuzu truck,3-25294 A M,2011,Libanos,2011,Reckless driving,Simple injury,21,Student,1,1,0
896,Unnamed: 896,10,8/14:00,Thursday,Male,23,10th,Public transport I,Minibus Taxi,3-12838 A M,2011,Wojel,2011,Technical problem,Death,27,Housewife,1,0,1
897,Unnamed: 897,10,8/15:30,Thursday,Male,34,10th,Public transport I,Boxer Motor,2-1377 A M,2011,Lumame,2011,Speed,Death,20,Merchant,1,0,1
898,Unnamed: 898,10,9/10:00,Friday,Male,22,10th,Public transport I,FSR ,3 - 21352 A M,2011,Telma,2011,Speed,Death,25,Farmer,1,1,0
899,Unnamed: 899,10,10/11:00,Saturday,Male,18,10th,Truck I,Isuzu truck,3-20964 A A,2011,D/Markos,2011,Speed,Serious injury,29,Unemployed,1,1,0
900,Unnamed: 900,10,11/17:00,Sunday,Male,38,10th,Public transport I,Public FSR,3-25571 A M,2011,Gubay,2011,Slipped,Death,23,Farmer,1,1,0
901,Unnamed: 901,10,12/15:30,Monday,Male,27,10th,Taxi I,Bajaj,1-29772 A M,2011,D/markos,2011,Speed,Simple Injury,10,Student,1,1,0
902,Unnamed: 902,10,13/16:30,Tuesday,Male,24,12th,Taxi I,Bajaj,2-53464 A A,2011,Chemoga,2011,Speed,Simple Injury,28,Civil servant,1,0,1
903,Unnamed: 903,10,14/11:00,Wednesday,Male,23,Diploma,Truck I,Lifan,3-53071 A M,2011,D/markos,2011,Failure to give priority to pedestrians,Death,71,Farmer,1,0,1
904,Unnamed: 904,10,14/17:00,Wednesday,Male,45,10th,Public transport I,Dolphin,3-13673 A M,2011,Amber,2011,Failure to yield the right of way for other vehicle,Death,23,Student,1,0,1
905,Unnamed: 905,10,15/06:00,Thursday,Male,26,10th,Truck II,FSR truck,3-13357 A A,2011,D/markos,2011,Speed,Death,26,Driver,1,1,0
906,Unnamed: 906,10,15/08:30,Thursday,Male,28,12th,Truck I,Isuzu truck,3-25354 A M,2011,Debay telat,2011,Incorrect overtaking ,Simple Injury,18/24,Student / Mason,2,2,0
907,Unnamed: 907,10,15/19:00,Thursday,Male,24,6th,Public transport I ,Public Isuzu,3-74422 A M,2011,Wojel,2011,Speed,Serious  injury,27/22,Teacher/unemployed,2,1,1
908,Unnamed: 908,10,16/09:00,Friday,Male,25,10th,Truck II,FSR,3-22009 A M,2011,Wuger,2011,Fatigue,Serious injury,25,Driver,1,1,0
909,Unnamed: 909,10,16/10:00,Friday,Male,30,10th,Taxi I,Bajaj,1-17321 A M,2011,Amanuel,2011,Carelessness,Simple injury,23,Teacher,1,0,1
910,Unnamed: 910,10,16/16:00,Friday,Male,29,12th,Public transport I,Isuzu Truck,3-16231 A M,2011,D/markos,2011,Speed,Serious Injury,21,Barber,1,1,0
911,Unnamed: 911,10,17/10:00,Saturday,Male,36,10th,Public transport I,Dolphin,3-26532 A M,2011,Gubay,2011,Failure to give priority to pedestrians,Simple injury,27,Hotel host,1,0,1
912,Unnamed: 912,10,17/11:30,Saturday,Male,34,12th,Public transport I,Obama Isuzu ,3-21359 A M,2011,D/work,2011,Incorrect U-turn,Death,26,Daily worker,1,0,1
913,Unnamed: 913,10,17/15:00,Saturday,Male,43,Diploma,Truck II,Toyota,3-14760 A M,2011,Yetnora,2011,Technical problem,Death,20,Student,1,1,0
914,Unnamed: 914,10,18/08:15,Sunday,Male,39,10th,Public transport II,Abay Bus,3-23698 E T,2011,Yegoda,2011,Speed,Serious Injury,32,Farmer,1,1,0
915,Unnamed: 915,10,18/10:00,Sunday,Male,28,10th,Truck I,FSR,3-13773 A M,2011,Motta,2011,Slipped,Death,29,Teacher,1,0,1
916,Unnamed: 916,10,19/13:00,Monday,Male,37,10th,Truck II,Sinotruk,3-33476 A M,2011,D/Markos,2011,Speed,Death,64,Farmer,1,0,1
917,Unnamed: 917,10,19/17:00,Monday,Male,34,8th,Truck II,FSR,3-26090 A A,2011,Zemeten,2011,Reckless driving,Death,24,Unemployed,1,0,1
918,Unnamed: 918,10,19/19:00,Monday,Male,27,10th,Public transport I,Abadula,3-25565 A A,2011,Lumame,2011,Failure to give priority to pedestrians,Death,32,Farmer,1,1,0
919,Unnamed: 919,10,19/19:40,Monday,Male,22,11th,Public transport I,Public Isuzu,3-25358 A M,2011,Chemoga,2011,Technical problem,Death,27,Farmer,1,1,0
920,Unnamed: 920,10,20/11:30,Tuesday,Male,32,10th,Public transport I,Taxi,3-25346 A M,2011,Bichena,2011,Speed,Death,25,Priest,1,1,0
921,Unnamed: 921,10,20/15:30,Tuesday,Male,25,Diploma,Truck I,Land rover,3-43341 E T,2011,D/Elias,2011,Speed,Death,32,Farmer,1,0,1
922,Unnamed: 922,10,20/19:00,Tuesday,Male,28,10th,Truck I,Isuzu truck,3-23020 A A,2011,Zemeten,2011,Technical problem,Death,28,Driver,1,1,0
923,Unnamed: 923,10,21/9:00,Wednesday,Male,21,11th,Public transport I,Public isuzu,3-30631 A M,2011,Dejen,2011,Speed,Death,18,Daily worker,1,0,1
924,Unnamed: 924,10,21/10:45,Wednesday,Male,32,8th,Public transport I,Public isuzu,3-20421 A M,2011,Gudalema,2011,Reckless driving,Serious injury,33,Car attendant,1,1,0
925,Unnamed: 925,10,22/14:00,Thursday,Male,32,10th,Public transport I,Abadula,3-07238 A M,2011,yegoden,2011,Speed,Simple injury,13/14,Student,2,1,1
926,Unnamed: 926,10,23/13:00,Friday,Male,33,10th,Public transport I,Public isuzu,3-09321 A M,2011,debre gubaye,2011,Failure to give priority to pedestrians,Death/Serious injury,13/35,Unemployed/Farmer,2,1,1
927,Unnamed: 927,10,23/19:40,Friday,Male,26,10th,Truck II,FSR,3-27637 A A,2011,debay telat,2011,Speed,Simple injury,26,Driver,1,1,0
928,Unnamed: 928,10,23/20:30,Friday,Male,43,10th,Public transport I,Public isuzu,3-43165 A M,2011,segno gebeya,2011,Speed,Serious injury,32,Farmer,1,1,0
929,Unnamed: 929,10,23/23:00,Friday,Male,65,Diploma,Truck I,Pick up,3-35425 A M,2011,motta,2011,Drunk driving,Death,54,Unemployed,1,1,0
930,Unnamed: 930,10,24/09:00,Saturday,Male,32,10th,Public transport I,Public isuzu,3-24365 A M,2011,d/markos,2011,Speed,Serious injury,64,Job seeker,1,1,0
931,Unnamed: 931,10,24/13:30,Saturday,Male,65,10th,Truck I,Toyota Pick up,4-64326 A M,2011,bichena,2011,Speed,Simple injury,24,Nurse,1,0,1
932,Unnamed: 932,10,24/15:00,Saturday,Male,34,10th,Public transport I,Abadula,3-32152 A M,2011,amber,2011,Speed,Death,65,Merchant,1,1,0
933,Unnamed: 933,10,24/17:00,Saturday,Male,27,10th,Public transport II,Tata bus,3-19513 E T,2011,yejube,2011,Speed,Simple injury,54,Farmer,1,1,0
934,Unnamed: 934,10,24/21:30,Saturday,Male,36,12th,Truck III,UD truck,3-36769 E T,2011,lumame,2011,Drunk driving,Death,23,Car attendant/Driver,1,1,0
935,Unnamed: 935,10,25/06:00,Sunday,Male,19,10th,Taxi I,bajaj,1-43276 A M,2011,mertolemariam,2011,Speed,Serious injury,32,Daily worker,1,0,1
936,Unnamed: 936,10,25/13:00,Sunday,Male,43,10th,Public transport I,Public isuzu,3-53004 A M,2011,felege berhan,2011,Sudden turn,Seriouse injury,43,Unemployed,1,0,1
937,Unnamed: 937,10,25/14:50,Sunday,Male,25,10th,Public transport I,Public isuzu,3-32025 A M,2011,Digotsion,2011,Bad weather condition,Death,54,Farmer,1,0,1
938,Unnamed: 938,10,25/19:00,Sunday,Male,45,10th,Taxi II,Force Bajaj,1-42066 A M,2011,Robgebya,2011,Technical problem,Serious injury,32,Job seeker,1,0,1
939,Unnamed: 939,10,26/08:00,Monday,Male,26,12th,Public transport I,Dolphin,3-25403 A M,2011,yetmen,2011,Speed,Death,54,Unemployed,1,0,1
940,Unnamed: 940,10,26/11:20,Monday,Male,26,10th,Public transport I,Public isuzu,3-19069 A M,2011,nefasam,2011,Sudden turn,Death,43,House wife,1,1,0
941,Unnamed: 941,10,26/14:30,Monday,Male,28,11th,Public transport I,Hayruf,3-10746 A M,2011,Debay telat,2011,Speed,Death,65,Civil servant,1,0,1
942,Unnamed: 942,10,26/16:30,Monday,Male,35,10th,Public transport I,Abadula,3-50921 A M,2011,telma,2011,Speed,Simple injury,32,Daily worker,1,1,0
943,Unnamed: 943,10,27/10:00,Tuesday,Male,25,8th,Public transport I,Public isuzu,3-27605 A M,2011,segno gebya,2011,Reckless driving,Simple injury,43,Lawyer,1,1,0
944,Unnamed: 944,10,27/13:30,Tuesday,Male,65,12th,Truck III,Iveco truck,3-53249 E T,2011,woyenema,2011,Incorrect u turn,Death,43,Farmer,1,1,0
945,Unnamed: 945,10,27/16:00,Tuesday,Male,32,10th,Public transport I,Dolphin,3-56516 A M,2011,hagere selam,2011,Failure to give priority to pedestrians,Death,54,Unemployed,1,1,0
946,Unnamed: 946,10,27/17:50,Tuesday,Male,55,10th,Public transport I,abadula,3-37543 A M,2011,Motta,2011,Speed,Serious injury,65,Hotel Manager,1,0,1
947,Unnamed: 947,10,27/19:10,Tuesday,Male,26,10th,Public transport I,Public isuzu,3-54324 A M,2011,mergech,2011,Slipped,Simple injury,57,Farmer,1,1,0
948,Unnamed: 948,10,28/13:00,Wednesday,Male,43,12th,Public transport I,Merchedez benz bus,3-13651 A M,2011,zemeten,2011,Speed,Serious injury,21,Farmer,1,1,0
949,Unnamed: 949,10,28/15:30,Wednesday,Male,35,10th,Public transport II,Tata Bus,3-34367 E T,2011,yejube,2011,Speed,Death,65,Merchant,1,1,0
950,Unnamed: 950,10,28/16:10,Wednesday,Male,34,10+2,Taxi I,Force Bajaj,1-35424 A M,2011,d/markos,2011,Failure to give priority to pedestrians,Simple injury,43,Daily worker,1,0,1
951,Unnamed: 951,10,28/18:30,Wednesday,Male,24,10th,Truck II,Lowbed truck,3-47678 E T,2011,D/Work,2011,Speed,Death,32,Hotel host,1,0,1
952,Unnamed: 952,10,29/10:30,Thursday,Male,35,6th,Truck II,UD truck,3-90422 A A,2011,Woyenma,2011,Speed,Simple injury,32,Job seeker,1,1,0
953,Unnamed: 953,10,30/14:30,Friday,Male,32,11th,Public transport I,Hayruf,3-26506 A M,2011,telma,2011,Speed,Death,32,Civil servant,1,0,1
954,Unnamed: 954,11,1/10:30,Saturday,Male,29,10th,Truck I,land crusier,1-49845 A M,2011,yewula,2011,Failure to give priority to pedestrians,Simple Injury,53,Farmer,1,0,1
955,Unnamed: 955,11,2/14:00,Sunday,Male,21,10th,Public transport I,vitez,2-36715 A A,2011,adis alem,2011,Speed,Death,32,Nurse,1,0,1
956,Unnamed: 956,11,2/19:00,Sunday,Male,35,10th,Public transport I,tat bus,3-40818 E T,2011,d/work,2011,Carelessness,Death,12,student,1,0,1
957,Unnamed: 957,11,3/10:30,Monday,Male,39,10th,Truck II,UD truck,3-26048 A A,2011,bichena,2011,Speed,Serious injury,54,Farmer,1,1,0
958,Unnamed: 958,11,3/17:30,Monday,Male,33,10th,Truck II,Iveco trucker,3-50469 E T,2011,woynema,2011,Technical problem,Simple injury,40,Driver,1,1,0
959,Unnamed: 959,11,4/12:00,Tuesday,Male,37,12th,Truck III,FSR truck,3-34655 E T,2011,motta,2011,Bad weather condition,Death,40,Farmer,1,0,1
960,Unnamed: 960,11,4/13:00,Tuesday,Male,31,10th,Truck II,Isuzu truck,3-04536 A M,2011,wubie nechefo,2011,Speed,Death,25,house woker,1,1,0
961,Unnamed: 961,11,5/14:30,Wednesday,Male,43,10th,Truck II,ISUZU truck,3-36736 A A,2011,yetmen,2011,Carelessness,Simple injury,32,Mechanic,1,1,0
962,Unnamed: 962,11,6/13:00,Thursday,Male,48,10th,Truck I,Isuzu truck,3-60115 A M,2011,hagere selam,2011,Reckless driving,Simple injury,21,Student,1,1,0
963,Unnamed: 963,11,6/14:00,Thursday,Male,31,10th,Public transport I,DOLPHIN,3-64983 A M,2011,shafod gaguma,2011,Technical problem,Death,54,Housewife,1,0,1
964,Unnamed: 964,11,7/18:30,Friday,Male,36,12th,Public transport I,obama isuzu ,2-20947 A M,2011,wuger,2011,Speed,Death,32,Farmer,1,0,1
965,Unnamed: 965,11,8/11:20,Saturday,Male,35,10th,Public transport I,TAXI,1-35075 A M,2011,debay telat,2011,Speed,Death,25,Farmer,1,1,0
966,Unnamed: 966,11,8/16:00,Saturday,Male,39,10th,Truck I,FSR,3-43093 A A,2011,d/work,2011,Speed,Serious injury,23,Unemployed,1,1,0
967,Unnamed: 967,11,8/17:00,Saturday,Male,34,10th,Public transport I,Yaris,2-36540 A M,2011,gendewoyen,2011,Slipped,Death,56,Engineer,1,1,0
968,Unnamed: 968,11,9/14:30,Sunday,Male,38,10th,Taxi I,Bajaj,1-02327 A M,2011,chemoga,2011,Speed,Serious Injury,14,Student,1,0,1
969,Unnamed: 969,11,10/18:30,Monday,Male,36,diploma,Truck I,Isuzu truck,1-21302 A M,2011,addis alem,2011,Speed,Simple Injury,28,Civil servant,1,0,1
970,Unnamed: 970,11,10/18:30,Monday,Male,37,11th,Truck I,Sino truck,3-04532A M,2011,hagere selam,2011,Failure to give priority to pedestrians,Death,32,House wife,1,0,1
971,Unnamed: 971,11,11/21:00,Tuesday,Male,31,10th,Public transport I,abadula,3-87600 A M,2011,digotsion,2011,Failure to yield the right of way for other vehicle,Death,23,Student,1,0,1
972,Unnamed: 972,11,11/08:30,Tuesday,Male,39,10th,Truck II,Public FSR,3-53158 A A,2011,nefasam,2011,Carelessness,Simple injury,27,Farmer,1,1,0
973,Unnamed: 973,11,12/14:00,Wednesday,Male,34,10th,Public transport I,Public isuzu,3-40121 A M,2011,gudalema,2011,Speed,Serious injury,24,Student,1,1,0
974,Unnamed: 974,11,12/16:00,Wednesday,Male,37,10th,Truck I,Bajaj,3-13067 E T,2011,lumame,2011,Speed,Simple injury,12,Student,1,1,0
